,text,is_misinfo,cleaned_text
10094,"today was a good day:

- both my parents are officially fully vaccinated 
- booked second covid-19 vaccine for my brother and myself
- had popeyes for dinner 
- cyrus was nice to me
- its going to rain which means maybe our lawn can be saved (lol) 

Alhamdulillah 🙏🏼🙏🏼🙏🏼",0,today was a good day:- both my parents are officially fully vaccinated - booked second covid-19 vaccine for my brother and myself- had popeyes for dinner - cyrus was nice to me- its going to rain which means maybe our lawn can be saved (lol) Alhamdulillah
10095,"2nd dose complete. Incredibly grateful. And who nourished the minds that created, dispersed and administered my vaccine? Teachers. Teachers did.",0,"nd dose complete. Incredibly grateful. And who nourished the minds that created, dispersed and administered my vaccine? Teachers. Teachers did."
10096,It would seem to me that there has not been an emergency and therefore there was no reason To declare an emergency. They don’t have a Covid vaccine anyway. It’s a gene therapy modification shot created by a company that used to make chemotherapy drugs,1,It would seem to me that there has not been an emergency and therefore there was no reason To declare an emergency. They dont have a Covid vaccine anyway. Its a gene therapy modification shot created by a company that used to make chemotherapy drugs
10097,if you can’t taste the difference between tap and filtered/bottle water do not worry about what’s in that vaccine.,0,if you cant taste the difference between tap and filtered/bottle water do not worry about whats in that vaccine.
10098,"We are extremely grateful to the Aboriginal Health &amp; Wellness Centre of Winnipeg for stopping by yesterday and today to give out vaccines to the #AgapeTableWpg #Community.  

Bring the vaccine to the people.  Brilliant.  You are #AgapeAwesome!

#Winnipeg #Manitoba https://t.co/LVHeRyW2dM",0,We are extremely grateful to the Aboriginal Health &amp; Wellness Centre of Winnipeg for stopping by yesterday and today to give out vaccines to the . Bring the vaccine to the people. Brilliant. You are !
10099,Thrilled to receive my 2nd dose of AstraZeneca at Edmonton Expo. Impressed by the smooth operation @AHS_media. Delighted to have a 3rd year @UAlberta_FoMD MD student administer our shots. Feeling so damn grateful. #getyourshot #COVID19AB,0,Thrilled to receive my nd dose of AstraZeneca at Edmonton Expo. Impressed by the smooth operation . Delighted to have a rd year MD student administer our shots. Feeling so damn grateful.
10100,"Got my second vaccine today! 🇨🇦

Didn't expected it! Found a popup in our hotspot area! Won't do anything differently till cases go way down, especially bc the kids aren't vaccinated but it's a huge relief.

It's a privilege to have access to vaccines - Feeling very grateful 💛 https://t.co/8wai17zHRt",0,"Got my second vaccine today! Didn't expected it! Found a popup in our hotspot area! Won't do anything differently till cases go way down, especially bc the kids aren't vaccinated but it's a huge relief.It's a privilege to have access to vaccines - Feeling very grateful"
10101,📷 I am so grateful 🙏🏻 to have received my second dose of #moderna #vaccine today @vchhealthcare #fullyvacinnated (at Kwantlen Polytechnic Univ. Richmond) https://t.co/a5io8mdZNA https://t.co/hiMPXZmcim,0,I am so grateful to have received my second dose of today (at Kwantlen Polytechnic Univ. Richmond)
10102,I am so grateful 🙏🏻 to have received my second dose of #moderna #vaccine today @vchhealthcare #fullyvacinnated @ Kwantlen Polytechnic Univ. Richmond https://t.co/Y7ZY1eZs0F,0,I am so grateful to have received my second dose of today Kwantlen Polytechnic Univ. Richmond
10103,"There ain't  nothing like a dame...
Congratulations @katebingham2 and Prof Sarah Gilbert.
Very well deserved and we are all grateful. 
Queen’s birthday list honours key figures in UK Covid vaccine drive https://t.co/VnTE9b0qyt",0,There ain't nothing like a dame...Congratulations and Prof Sarah Gilbert.Very well deserved and we are all grateful. Queens birthday list honours key figures in UK Covid vaccine drive
10104,"Wait, so you're telling me recipients of that experimental vaccine are experiencing alarming new health issues?

But I thought y'all said it was just like any other vaccine and dumbasses who questioned it are why it should be mandatory.",1,"Wait, so you're telling me recipients of that experimental vaccine are experiencing alarming new health issues?But I thought y'all said it was just like any other vaccine and dumbasses who questioned it are why it should be mandatory."
10105,Doublement vaccine. Merci Quebec.  Team AZ all the way for me. Grateful to all who are organizing and carrying out this incredible mass  vaccination campaign.  Yay science!  A bas la pandemie!,0,Doublement vaccine. Merci Quebec. Team AZ all the way for me. Grateful to all who are organizing and carrying out this incredible mass vaccination campaign. Yay science! A bas la pandemie!
10106,"Today has been a long ass day and my arm KILLS from the vaccine. But I’m so grateful a) that I got my first jab and b) I got to go out for some food, I feel like “normality” is slowly getting restored",0,"Today has been a long ass day and my arm KILLS from the vaccine. But Im so grateful a) that I got my first jab and b) I got to go out for some food, I feel like normality is slowly getting restored"
10107,Mr Thesiswhisperer gets vaccinated tonight. He’s getting the Pfizer instead of the AZ because he’s 1 year younger than me. Which means he will be fully vaccinated before me. Am I grateful? Definitely. Am I also bitter? Just a little bit. https://t.co/LSAS5UPGLF,0,Mr Thesiswhisperer gets vaccinated tonight. Hes getting the Pfizer instead of the AZ because hes year younger than me. Which means he will be fully vaccinated before me. Am I grateful? Definitely. Am I also bitter? Just a little bit.
10108,im getting my first shot of the vaccine next month. grateful. 🙏🏻,0,im getting my first shot of the vaccine next month. grateful.
10109,Vaccine certificates....back to normal..!!! How is getting a jab from an untested vaccine normal...,1,Vaccine certificates....back to normal..!!! How is getting a jab from an untested vaccine normal...
10110,... people worry about what's in the vaccine and then eat polony like it didn't try to kill us a few years back.,0,... people worry about what's in the vaccine and then eat polony like it didn't try to kill us a few years back.
10111,"You don't have to be an anti-vaxxer to believe pushing covid vaccine on grade school kids is a terrible idea.
I took it, gratefully and with much thanks to #Trump. Thinking teachers unions are the lobbying entities pressuring vaccination of children.",0,"You don't have to be an anti-vaxxer to believe pushing covid vaccine on grade school kids is a terrible idea.I took it, gratefully and with much thanks to . Thinking teachers unions are the lobbying entities pressuring vaccination of children."
10112,"Thanks to @VaxHuntersCan I was able to get my entire family, extended family &amp; boyfriend’s family vaccinated this week. Forever grateful for you guys. I am officially retiring as my family’s vaccine hunter! 😂 #DoubleDoseSummer",0,"Thanks to I was able to get my entire family, extended family &amp; boyfriends family vaccinated this week. Forever grateful for you guys. I am officially retiring as my familys vaccine hunter!"
10113,"Today was a tremendous day! As essential caregivers, we are grateful to have now received our 2nd vaccine! Thank you @MLHealthUnit for the professional process &amp; staff! 😁💉 #sciencerocks #thankyouscience #2nddose https://t.co/UZIqnNZLib",0,"Today was a tremendous day! As essential caregivers, we are grateful to have now received our nd vaccine! Thank you for the professional process &amp; staff!"
10114,"Please stop calling it a ""vaccine"" and refer to it to what it truly is: An experimental biological agent.",1,"Please stop calling it a ""vaccine"" and refer to it to what it truly is: An experimental biological agent."
10115,Done my bit and had my second Astrazeneca jab today. Glad the spook of potentially catching the virus again is over for me and immensely grateful for all the clever heads cooperating all over the world to outwit coronavirus in record time. 🙏,0,Done my bit and had my second Astrazeneca jab today. Glad the spook of potentially catching the virus again is over for me and immensely grateful for all the clever heads cooperating all over the world to outwit coronavirus in record time.
10116,SO flippin grateful…second vaccine done for my son! 🙌🏼 #hawaiiherewecome https://t.co/CrMNskYmah,0,SO flippin gratefulsecond vaccine done for my son!
10117,"Just received my 2nd dose of @pfizer  today. I am thankful and grateful for all the work by @StMarysGenHosp 
All health care works wear capes",0,Just received my nd dose of today. I am thankful and grateful for all the work by All health care works wear capes
10118,2nd Vaccine done and I’m feeling grateful! https://t.co/QFPuog42Fx,0,nd Vaccine done and Im feeling grateful!
10119,"The COVID-19 vaccine might be new, but that doesn't mean it's ""experimental."" Scientists have worked for decades to develop the technology used in the vaccines. We've partnered with @Glblctzn and Vax Because to support the facts. Head to https://t.co/P0IaWti4kQ for more. https://t.co/ieSseDgq8B",0,"The COVID-19 vaccine might be new, but that doesn't mean it's ""experimental."" Scientists have worked for decades to develop the technology used in the vaccines. We've partnered with and Vax Because to support the facts. Head to for more."
10120,If you’ve ever set foot in Bin Crazy don’t worry about what’s in the vaccine,0,If youve ever set foot in Bin Crazy dont worry about whats in the vaccine
10121,Very grateful to have had my 2nd Vaccine Dose done today.  Big shout out to the Wellesley Community Centre for a exceptional vaccine experience. Very proud of the Downtown East Toronto OHT run vaccination clinics!  Well done to the community provider team!,0,Very grateful to have had my nd Vaccine Dose done today. Big shout out to the Wellesley Community Centre for a exceptional vaccine experience. Very proud of the Downtown East Toronto OHT run vaccination clinics! Well done to the community provider team!
